question_id,model_name,avg_score,question
2306,medgemma,0.811,TUMOR FOCALITY
2307,medgemma,0.757,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2308,medgemma,0.713,NUMBER OF LYMPH NODES EXAMINED
2309,medgemma,0.78,REGIONAL LYMPH NODE STATUS
2310,medgemma,0.892,HISTOLOGIC GRADE
2311,medgemma,0.705,NODAL SITE(S) EXAMINED
2312,medgemma,0.906,MARGIN STATUS FOR INVASIVE CARCINOMA
2313,medgemma,0.713,NUMBER OF LYMPH NODES WITH TUMOR
2314,medgemma,0.767,PROCEDURE
2315,medgemma,0.778,VISCERAL PLEURA INVASION
2316,medgemma,0.815,REGIONAL LYMPH NODE STATUS
2317,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2318,medgemma,0.764,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2319,medgemma,0.727,NODAL SITE(S) EXAMINED
2320,medgemma,0.691,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2321,medgemma,0.626,TUMOR SITE
2322,medgemma,0.827,PROCEDURE
2323,medgemma,0.706,LYMPH NODE(S) FROM PRIOR PROCEDURES
2324,medgemma,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
2325,medgemma,0.685,ADDITIONAL FINDINGS
2326,medgemma,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2327,medgemma,0.676,SPREAD THROUGH AIR SPACES (STAS)
2328,medgemma,0.679,HISTOLOGIC GRADE
2329,medgemma,0.697,SPECIMEN LATERALITY
2330,medgemma,0.712,NUMBER OF LYMPH NODES EXAMINED
2331,medgemma,0.75,TUMOR FOCALITY
2332,medgemma,0.682,NODAL SITE(S) EXAMINED
2333,medgemma,0.744,TNM DESCRIPTORS
2334,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2335,medgemma,0.786,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2336,medgemma,0.737,TUMOR SITE
2337,medgemma,0.706,LYMPH NODE(S) FROM PRIOR PROCEDURES
2338,medgemma,0.712,NUMBER OF LYMPH NODES EXAMINED
2339,medgemma,0.792,PROCEDURE
2340,medgemma,0.698,SPECIMEN LATERALITY
2341,medgemma,0.743,HISTOLOGIC GRADE
2342,medgemma,0.815,REGIONAL LYMPH NODE STATUS
2343,medgemma,0.804,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2344,medgemma,0.842,ADDITIONAL FINDINGS
2345,medgemma,0.778,VISCERAL PLEURA INVASION
2346,medgemma,0.712,TUMOR FOCALITY
2347,medgemma,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
2348,medgemma,0.71,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2349,medgemma,0.7,SPREAD THROUGH AIR SPACES (STAS)
2350,medgemma,0.7,NODAL SITE(S) WITH TUMOR
2351,medgemma,0.78,REGIONAL LYMPH NODE STATUS
2352,medgemma,0.704,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2353,medgemma,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
2354,medgemma,0.865,TUMOR SITE
2355,medgemma,0.831,PROCEDURE
2356,medgemma,0.697,SPECIMEN LATERALITY
2357,medgemma,0.778,VISCERAL PLEURA INVASION
2358,medgemma,0.787,NUMBER OF LYMPH NODES EXAMINED
2359,medgemma,0.741,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2360,medgemma,0.698,LYMPHOVASCULAR INVASION
2361,medgemma,0.706,LYMPH NODE(S) FROM PRIOR PROCEDURES
2362,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2363,medgemma,0.721,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2364,medgemma,0.724,NODAL SITE(S) EXAMINED
2365,medgemma,0.918,TUMOR FOCALITY
2366,medgemma,0.683,LYMPH NODE(S) FROM PRIOR PROCEDURES
2367,medgemma,0.892,HISTOLOGIC GRADE
2368,medgemma,0.717,PROCEDURE
2369,medgemma,0.78,VISCERAL PLEURA INVASION
2370,medgemma,0.697,SPECIMEN LATERALITY
2371,medgemma,0.774,MARGIN STATUS FOR INVASIVE CARCINOMA
2372,medgemma,0.89,TUMOR SITE
2373,medgemma,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
2374,medgemma,0.703,NODAL SITE(S) EXAMINED
2375,medgemma,0.798,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2376,medgemma,0.703,TUMOR FOCALITY
2377,medgemma,0.716,REGIONAL LYMPH NODE STATUS
2378,medgemma,0.681,LYMPHOVASCULAR INVASION
2379,medgemma,0.713,NUMBER OF LYMPH NODES EXAMINED
2380,medgemma,0.699,ADDITIONAL FINDINGS
2381,medgemma,0.904,HISTOLOGIC GRADE
2382,medgemma,0.815,REGIONAL LYMPH NODE STATUS
2383,medgemma,0.89,TUMOR SITE
2384,medgemma,0.801,MARGIN STATUS FOR INVASIVE CARCINOMA
2385,medgemma,0.713,NUMBER OF LYMPH NODES EXAMINED
2386,medgemma,0.707,NODAL SITE(S) EXAMINED
2387,medgemma,0.699,TUMOR FOCALITY
2388,medgemma,0.692,LYMPH NODE(S) FROM PRIOR PROCEDURES
2389,medgemma,0.778,VISCERAL PLEURA INVASION
2390,medgemma,0.801,PROCEDURE
2391,medgemma,0.738,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2392,medgemma,0.697,SPECIMEN LATERALITY
2393,medgemma,0.706,MARGIN STATUS FOR NON-INVASIVE TUMOR
2394,medgemma,0.904,HISTOLOGIC GRADE
2395,medgemma,0.828,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2396,medgemma,0.721,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2397,medgemma,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
2398,medgemma,0.706,LYMPH NODE(S) FROM PRIOR PROCEDURES
2399,medgemma,0.865,TUMOR SITE
2400,medgemma,0.778,VISCERAL PLEURA INVASION
2401,medgemma,0.704,NUMBER OF LYMPH NODES EXAMINED
2402,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2403,medgemma,0.692,TUMOR FOCALITY
2404,medgemma,0.821,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2405,medgemma,0.698,SPECIMEN LATERALITY
2406,medgemma,0.684,NODAL SITE(S) EXAMINED
2407,medgemma,0.804,PROCEDURE
2408,medgemma,0.815,REGIONAL LYMPH NODE STATUS
2409,medgemma,0.732,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2410,medgemma,0.798,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2411,medgemma,0.797,HISTOLOGIC GRADE
2412,medgemma,0.815,REGIONAL LYMPH NODE STATUS
2413,medgemma,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
2414,medgemma,0.811,TUMOR FOCALITY
2415,medgemma,0.697,SPECIMEN LATERALITY
2416,medgemma,0.716,ADDITIONAL FINDINGS
2417,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2418,medgemma,0.719,NODAL SITE(S) EXAMINED
2419,medgemma,0.778,VISCERAL PLEURA INVASION
2420,medgemma,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2421,medgemma,0.712,NUMBER OF LYMPH NODES EXAMINED
2422,medgemma,0.827,PROCEDURE
2423,medgemma,0.706,LYMPH NODE(S) FROM PRIOR PROCEDURES
2424,medgemma,0.89,TUMOR SITE
2425,medgemma,0.697,SPECIMEN LATERALITY
2426,medgemma,0.712,TUMOR FOCALITY
2427,medgemma,0.722,REGIONAL LYMPH NODE STATUS
2428,medgemma,0.778,VISCERAL PLEURA INVASION
2429,medgemma,0.705,NUMBER OF LYMPH NODES WITH TUMOR
2430,medgemma,0.816,PROCEDURE
2431,medgemma,0.708,NODAL SITE(S) WITH TUMOR
2432,medgemma,0.696,TNM DESCRIPTORS
2433,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2434,medgemma,0.706,MARGIN STATUS FOR NON-INVASIVE TUMOR
2435,medgemma,0.705,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2436,medgemma,0.89,TUMOR SITE
2437,medgemma,0.706,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2438,medgemma,0.702,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2439,medgemma,0.713,NODAL SITE(S) EXAMINED
2440,medgemma,0.717,MARGIN STATUS FOR NON-INVASIVE TUMOR
2441,medgemma,0.827,PROCEDURE
2442,medgemma,0.698,SPECIMEN LATERALITY
2443,medgemma,0.698,MARGIN STATUS FOR INVASIVE CARCINOMA
2444,medgemma,0.738,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2445,medgemma,0.692,TUMOR FOCALITY
2446,medgemma,0.73,HISTOLOGIC GRADE
2447,medgemma,0.738,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2448,medgemma,0.7,VISCERAL PLEURA INVASION
2449,medgemma,0.689,TUMOR SITE
2450,medgemma,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
2451,medgemma,0.709,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2452,medgemma,0.73,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2453,medgemma,0.68,NODAL SITE(S) EXAMINED
2454,medgemma,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
2455,medgemma,0.698,SPECIMEN LATERALITY
2456,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2457,medgemma,0.706,ADDITIONAL FINDINGS
2458,medgemma,0.705,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2459,medgemma,0.801,PROCEDURE
2460,medgemma,0.835,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2461,medgemma,0.75,HISTOLOGIC GRADE
2462,medgemma,0.716,REGIONAL LYMPH NODE STATUS
2463,medgemma,0.811,TUMOR FOCALITY
2464,medgemma,0.778,VISCERAL PLEURA INVASION
2465,medgemma,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
2466,medgemma,0.89,TUMOR SITE
2467,medgemma,0.72,NUMBER OF LYMPH NODES EXAMINED
2468,medgemma,0.826,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2469,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2470,medgemma,0.778,SPREAD THROUGH AIR SPACES (STAS)
2471,medgemma,0.697,SPECIMEN LATERALITY
2472,medgemma,0.938,ADDITIONAL FINDINGS
2473,medgemma,0.865,TUMOR SITE
2474,medgemma,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2475,medgemma,0.815,HISTOLOGIC GRADE
2476,medgemma,0.811,TUMOR FOCALITY
2477,medgemma,0.827,PROCEDURE
2478,medgemma,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
2479,medgemma,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
2480,medgemma,0.778,VISCERAL PLEURA INVASION
2481,medgemma,0.903,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2482,medgemma,0.89,TUMOR SITE
2483,medgemma,0.702,NODAL SITE(S) WITH TUMOR
2484,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2485,medgemma,0.706,MARGIN STATUS FOR NON-INVASIVE TUMOR
2486,medgemma,0.811,TUMOR FOCALITY
2487,medgemma,0.892,HISTOLOGIC GRADE
2488,medgemma,0.78,VISCERAL PLEURA INVASION
2489,medgemma,0.716,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2490,medgemma,0.769,PROCEDURE
2491,medgemma,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
2492,medgemma,0.78,REGIONAL LYMPH NODE STATUS
2493,medgemma,0.676,SPREAD THROUGH AIR SPACES (STAS)
2494,medgemma,0.694,NODAL SITE(S) EXAMINED
2495,medgemma,0.697,SPECIMEN LATERALITY
2496,medgemma,0.817,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2497,medgemma,0.759,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2498,medgemma,0.71,NODAL SITE(S) EXAMINED
2499,medgemma,0.73,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2500,medgemma,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
2501,medgemma,0.778,VISCERAL PLEURA INVASION
2502,medgemma,0.815,REGIONAL LYMPH NODE STATUS
2503,medgemma,0.811,TUMOR FOCALITY
2504,medgemma,0.865,TUMOR SITE
2505,medgemma,0.904,HISTOLOGIC GRADE
2506,medgemma,0.826,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2507,medgemma,0.733,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2508,medgemma,0.67,SPREAD THROUGH AIR SPACES (STAS)
2509,medgemma,0.704,ADDITIONAL FINDINGS
2510,medgemma,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
2511,medgemma,0.777,PROCEDURE
2512,medgemma,0.896,MARGIN STATUS FOR INVASIVE CARCINOMA
2513,medgemma,0.697,SPECIMEN LATERALITY
2514,medgemma,0.811,TUMOR FOCALITY
2515,medgemma,0.817,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2516,medgemma,0.778,HISTOLOGIC GRADE
2517,medgemma,0.833,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2518,medgemma,0.697,NODAL SITE(S) EXAMINED
2519,medgemma,0.697,SPECIMEN LATERALITY
2520,medgemma,0.778,SPREAD THROUGH AIR SPACES (STAS)
2521,medgemma,0.865,TUMOR SITE
2522,medgemma,0.815,REGIONAL LYMPH NODE STATUS
2523,medgemma,0.706,LYMPH NODE(S) FROM PRIOR PROCEDURES
2524,medgemma,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2525,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2526,medgemma,0.793,PROCEDURE
2527,medgemma,0.778,VISCERAL PLEURA INVASION
2528,medgemma,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
2529,medgemma,0.687,NUMBER OF LYMPH NODES EXAMINED
2530,medgemma,0.809,ADDITIONAL FINDINGS
2531,medgemma,0.904,HISTOLOGIC GRADE
2532,medgemma,0.784,NODAL SITE(S) EXAMINED
2533,medgemma,0.819,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2534,medgemma,0.778,VISCERAL PLEURA INVASION
2535,medgemma,0.778,SPREAD THROUGH AIR SPACES (STAS)
2536,medgemma,0.827,PROCEDURE
2537,medgemma,0.815,REGIONAL LYMPH NODE STATUS
2538,medgemma,0.833,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2539,medgemma,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
2540,medgemma,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
2541,medgemma,0.692,TUMOR FOCALITY
2542,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2543,medgemma,0.888,TUMOR SITE
2544,medgemma,0.72,NUMBER OF LYMPH NODES EXAMINED
2545,medgemma,0.698,SPECIMEN LATERALITY
2546,medgemma,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2547,medgemma,0.757,NODAL SITE(S) EXAMINED
2548,medgemma,0.716,REGIONAL LYMPH NODE STATUS
2549,medgemma,0.778,HISTOLOGIC GRADE
2550,medgemma,0.712,TUMOR FOCALITY
2551,medgemma,0.731,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2552,medgemma,0.698,SPECIMEN LATERALITY
2553,medgemma,0.788,PROCEDURE
2554,medgemma,0.676,SPREAD THROUGH AIR SPACES (STAS)
2555,medgemma,0.695,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2556,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2557,medgemma,0.717,MARGIN STATUS FOR NON-INVASIVE TUMOR
2558,medgemma,0.713,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2559,medgemma,0.89,TUMOR SITE
2560,medgemma,0.683,LYMPH NODE(S) FROM PRIOR PROCEDURES
2561,medgemma,0.778,VISCERAL PLEURA INVASION
2562,medgemma,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
2563,medgemma,0.816,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2564,medgemma,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2565,medgemma,0.698,SPECIMEN LATERALITY
2566,medgemma,0.833,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2567,medgemma,0.89,TUMOR SITE
2568,medgemma,0.7,SPREAD THROUGH AIR SPACES (STAS)
2569,medgemma,0.827,PROCEDURE
2570,medgemma,0.692,TUMOR FOCALITY
2571,medgemma,0.696,LYMPH NODE(S) FROM PRIOR PROCEDURES
2572,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2573,medgemma,0.778,VISCERAL PLEURA INVASION
2574,medgemma,0.904,HISTOLOGIC GRADE
2575,medgemma,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
2576,medgemma,0.798,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2577,medgemma,0.827,PROCEDURE
2578,medgemma,0.713,NUMBER OF LYMPH NODES EXAMINED
2579,medgemma,0.698,SPECIMEN LATERALITY
2580,medgemma,0.831,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2581,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2582,medgemma,0.778,VISCERAL PLEURA INVASION
2583,medgemma,0.815,REGIONAL LYMPH NODE STATUS
2584,medgemma,0.692,TUMOR FOCALITY
2585,medgemma,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
2586,medgemma,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2587,medgemma,0.89,TUMOR SITE
2588,medgemma,0.699,NODAL SITE(S) EXAMINED
2589,medgemma,0.778,SPREAD THROUGH AIR SPACES (STAS)
2590,medgemma,0.709,NODAL SITE(S) EXAMINED
2591,medgemma,0.75,HISTOLOGIC GRADE
2592,medgemma,0.811,TUMOR FOCALITY
2593,medgemma,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
2594,medgemma,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2595,medgemma,0.696,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2596,medgemma,0.778,VISCERAL PLEURA INVASION
2597,medgemma,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
2598,medgemma,0.827,PROCEDURE
2599,medgemma,0.697,SPECIMEN LATERALITY
2600,medgemma,0.815,REGIONAL LYMPH NODE STATUS
2601,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2602,medgemma,0.803,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2603,medgemma,0.699,NUMBER OF LYMPH NODES EXAMINED
2604,medgemma,0.893,TUMOR SITE
2605,medgemma,0.697,SPECIMEN LATERALITY
2606,medgemma,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
2607,medgemma,0.865,TUMOR SITE
2608,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2609,medgemma,0.797,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2610,medgemma,0.827,PROCEDURE
2611,medgemma,0.692,TUMOR FOCALITY
2612,medgemma,0.694,NODAL SITE(S) EXAMINED
2613,medgemma,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2614,medgemma,0.818,HISTOLOGIC GRADE
2615,medgemma,0.815,REGIONAL LYMPH NODE STATUS
2616,medgemma,0.813,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2617,medgemma,0.706,MARGIN STATUS FOR NON-INVASIVE TUMOR
2618,medgemma,0.778,VISCERAL PLEURA INVASION
2619,medgemma,0.706,MARGIN STATUS FOR NON-INVASIVE TUMOR
2620,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2621,medgemma,0.7,NUMBER OF LYMPH NODES WITH TUMOR
2622,medgemma,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2623,medgemma,0.725,PROCEDURE
2624,medgemma,0.766,TUMOR SITE
2625,medgemma,0.811,TUMOR FOCALITY
2626,medgemma,0.657,TNM DESCRIPTORS
2627,medgemma,0.697,SPECIMEN LATERALITY
2628,medgemma,0.682,LYMPHOVASCULAR INVASION
2629,medgemma,0.71,NODAL SITE(S) EXAMINED
2630,medgemma,0.892,HISTOLOGIC GRADE
2631,medgemma,0.705,NODAL SITE(S) WITH TUMOR
2632,medgemma,0.813,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2633,medgemma,0.816,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2634,medgemma,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
2635,medgemma,0.778,VISCERAL PLEURA INVASION
2636,medgemma,0.78,REGIONAL LYMPH NODE STATUS
2637,medgemma,0.709,NODAL SITE(S) EXAMINED
2638,medgemma,0.76,PROCEDURE
2639,medgemma,0.778,VISCERAL PLEURA INVASION
2640,medgemma,0.755,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2641,medgemma,0.698,SPECIMEN LATERALITY
2642,medgemma,0.729,ADDITIONAL FINDINGS
2643,medgemma,0.808,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2644,medgemma,0.703,SPREAD THROUGH AIR SPACES (STAS)
2645,medgemma,0.693,NUMBER OF LYMPH NODES EXAMINED
2646,medgemma,0.865,TUMOR SITE
2647,medgemma,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2648,medgemma,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
2649,medgemma,0.811,TUMOR FOCALITY
2650,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2651,medgemma,0.815,REGIONAL LYMPH NODE STATUS
2652,medgemma,0.904,HISTOLOGIC GRADE
2653,medgemma,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
2654,medgemma,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2655,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2656,medgemma,0.778,SPREAD THROUGH AIR SPACES (STAS)
2657,medgemma,0.731,NODAL SITE(S) EXAMINED
2658,medgemma,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
2659,medgemma,0.788,PROCEDURE
2660,medgemma,0.818,HISTOLOGIC GRADE
2661,medgemma,0.811,TUMOR FOCALITY
2662,medgemma,0.815,REGIONAL LYMPH NODE STATUS
2663,medgemma,0.833,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2664,medgemma,0.778,VISCERAL PLEURA INVASION
2665,medgemma,0.698,NUMBER OF LYMPH NODES EXAMINED
2666,medgemma,0.811,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2667,medgemma,0.802,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2668,medgemma,0.89,TUMOR SITE
2669,medgemma,0.697,SPECIMEN LATERALITY
2670,medgemma,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
2671,medgemma,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2672,medgemma,0.716,ADDITIONAL FINDINGS
2673,medgemma,0.756,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2674,medgemma,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
2675,medgemma,0.706,MARGIN STATUS FOR NON-INVASIVE TUMOR
2676,medgemma,0.778,SPREAD THROUGH AIR SPACES (STAS)
2677,medgemma,0.89,TUMOR SITE
2678,medgemma,0.721,NODAL SITE(S) EXAMINED
2679,medgemma,0.892,HISTOLOGIC GRADE
2680,medgemma,0.714,LYMPHOVASCULAR INVASION
2681,medgemma,0.698,SPECIMEN LATERALITY
2682,medgemma,0.713,NUMBER OF LYMPH NODES EXAMINED
2683,medgemma,0.778,VISCERAL PLEURA INVASION
2684,medgemma,0.793,PROCEDURE
2685,medgemma,0.815,REGIONAL LYMPH NODE STATUS
2686,medgemma,0.821,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2687,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2688,medgemma,0.811,TUMOR FOCALITY
2689,medgemma,0.778,VISCERAL PLEURA INVASION
2690,medgemma,0.713,NUMBER OF LYMPH NODES WITH TUMOR
2691,medgemma,0.788,HISTOLOGIC GRADE
2692,medgemma,0.683,LYMPH NODE(S) FROM PRIOR PROCEDURES
2693,medgemma,0.676,SPREAD THROUGH AIR SPACES (STAS)
2694,medgemma,0.742,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2695,medgemma,0.811,TUMOR FOCALITY
2696,medgemma,0.876,TUMOR SITE
2697,medgemma,0.699,MARGIN STATUS FOR INVASIVE CARCINOMA
2698,medgemma,0.703,NUMBER OF LYMPH NODES EXAMINED
2699,medgemma,0.697,SPECIMEN LATERALITY
2700,medgemma,0.78,REGIONAL LYMPH NODE STATUS
2701,medgemma,0.737,NODAL SITE(S) EXAMINED
2702,medgemma,0.788,PROCEDURE
2703,medgemma,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
2704,medgemma,0.676,SPREAD THROUGH AIR SPACES (STAS)
2705,medgemma,0.75,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2706,medgemma,0.698,NODAL SITE(S) EXAMINED
2707,medgemma,0.774,MARGIN STATUS FOR INVASIVE CARCINOMA
2708,medgemma,0.778,VISCERAL PLEURA INVASION
2709,medgemma,0.753,ADDITIONAL FINDINGS
2710,medgemma,0.798,PROCEDURE
2711,medgemma,0.698,LYMPHOVASCULAR INVASION
2712,medgemma,0.78,REGIONAL LYMPH NODE STATUS
2713,medgemma,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
2714,medgemma,0.7,NUMBER OF LYMPH NODES WITH TUMOR
2715,medgemma,0.697,SPECIMEN LATERALITY
2716,medgemma,0.673,TUMOR SITE
2717,medgemma,0.691,NUMBER OF LYMPH NODES EXAMINED
2718,medgemma,0.68,NODAL SITE(S) WITH TUMOR
2719,medgemma,0.811,TUMOR FOCALITY
2720,medgemma,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
2721,medgemma,0.89,TUMOR SITE
2722,medgemma,0.698,LYMPHOVASCULAR INVASION
2723,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2724,medgemma,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2725,medgemma,0.756,NODAL SITE(S) EXAMINED
2726,medgemma,0.697,SPECIMEN LATERALITY
2727,medgemma,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
2728,medgemma,0.778,VISCERAL PLEURA INVASION
2729,medgemma,0.858,ADDITIONAL FINDINGS
2730,medgemma,0.801,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2731,medgemma,0.827,PROCEDURE
2732,medgemma,0.708,TUMOR FOCALITY
2733,medgemma,0.797,HISTOLOGIC GRADE
2734,medgemma,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
2735,medgemma,0.778,SPREAD THROUGH AIR SPACES (STAS)
2736,medgemma,0.735,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
